mode;seed;dataset;optimizer;index
macro;10;photo;ev1003;7589
macro;10;photo;ev1003;7829
macro;10;photo;ev1003;7829
macro;10;photo;ev1003;2747
macro;10;photo;ev1003;2747
macro;10;photo;ev1003;35285
macro;10;photo;ev1003;7835
macro;10;photo;ev1003;7835
macro;10;photo;ev1003;34120
macro;10;photo;ev1003;8788
macro;10;photo;ev1003;8788
macro;10;photo;ev1003;7538
macro;10;photo;ev1003;7538
macro;10;photo;ev1003;827
macro;10;photo;ev1003;6735
macro;10;photo;ev1003;3962
macro;10;photo;ev1003;8158
macro;10;photo;ev1003;23832
macro;10;photo;ev1003;834
macro;10;photo;ev1003;8159
macro;10;photo;ev1003;701
macro;10;photo;ev1003;833
macro;10;photo;ev1003;7320
macro;10;photo;ev1003;77115
macro;10;photo;ev1003;8733
macro;10;photo;ev1003;8733
macro;10;photo;ev1003;7604
macro;10;photo;ev1003;7614
macro;10;photo;ev1003;7614
macro;10;photo;ev1003;7614
macro;10;photo;ev1003;12731
macro;10;photo;ev1003;7831
macro;10;photo;ev1003;8725
macro;10;photo;ev1003;71237
macro;10;photo;ev1003;1674
macro;10;photo;ev1003;7821
macro;10;photo;ev1003;829
macro;10;photo;ev1003;7611
macro;10;photo;ev1003;7611
macro;10;photo;ev1003;8809
macro;10;photo;ev1003;8809
macro;10;photo;ev1003;2480
macro;10;photo;ev1003;8783
macro;10;photo;ev1003;8169
macro;10;photo;ev1003;8703
macro;10;photo;ev1003;849
macro;10;photo;ev1003;7440
macro;10;photo;ev1003;24568
macro;10;photo;ev1003;8155
macro;10;photo;ev1003;1296
macro;10;photo;ev1003;8857
macro;10;photo;ev1003;24569
macro;10;photo;ev1003;59238
macro;10;photo;ev1003;29932
macro;10;photo;ev1003;3975
macro;10;photo;ev1003;7606
macro;10;photo;ev1003;2685
macro;10;photo;ev1003;2685
macro;10;photo;ev1003;10083
macro;10;photo;ev1003;8313
macro;10;photo;ev1003;23837
macro;10;photo;ev1003;8316
macro;10;photo;ev1003;9266
macro;19;cora;RL;52627
macro;19;cora;RL;65457
macro;19;cora;RL;61515
macro;19;cora;RL;24681
macro;19;cora;RL;54598
macro;19;cora;RL;87842
macro;19;cora;RL;87552
macro;19;cora;RL;82510
macro;19;cora;RL;46538
macro;19;cora;RL;41820
macro;19;cora;RL;47932
macro;19;cora;RL;16736
macro;19;cora;RL;50094
macro;19;cora;RL;12477
macro;19;cora;RL;74395
macro;19;cora;RL;5216
macro;19;cora;RL;486
macro;19;cora;RL;88996
macro;19;cora;RL;57059
macro;19;cora;RL;86416
macro;19;cora;RL;4224
macro;19;cora;RL;86622
macro;19;cora;RL;82584
macro;19;cora;RL;25345
macro;19;cora;RL;42700
macro;19;cora;RL;36003
macro;19;cora;RL;7909
macro;19;cora;RL;75506
macro;19;cora;RL;20529
macro;19;cora;RL;88529
macro;19;cora;RL;27119
macro;19;cora;RL;88591
macro;19;cora;RL;40744
macro;19;cora;RL;68471
macro;19;cora;RL;40635
macro;19;cora;RL;30162
macro;19;cora;RL;51503
macro;19;cora;RL;29159
macro;19;cora;RL;16183
macro;19;cora;RL;84501
macro;19;cora;RL;5843
macro;19;cora;RL;69162
macro;19;cora;RL;31775
macro;19;cora;RL;71619
macro;19;cora;RL;70603
macro;19;cora;RL;37637
macro;19;cora;RL;3698
macro;19;cora;RL;79639
macro;19;cora;RL;70515
macro;19;cora;RL;30712
macro;19;cora;RL;47367
macro;19;cora;RL;80165
macro;19;cora;RL;32450
macro;19;cora;RL;35399
macro;19;cora;RL;76575
macro;19;cora;RL;59685
macro;19;cora;RL;71247
macro;19;cora;RL;49711
macro;19;cora;RL;64074
macro;19;cora;RL;20927
macro;19;cora;RL;73054
macro;19;cora;RL;68445
macro;19;cora;RL;11620
macro;19;cora;RL;59162
macro;19;cora;RL;23603
macro;19;cora;RL;18657
macro;19;cora;RL;35823
macro;19;cora;RL;6081
macro;19;cora;RL;28151
macro;19;cora;RL;75557
macro;19;cora;RL;84806
macro;19;cora;RL;76149
macro;19;cora;RL;19587
macro;19;cora;RL;28823
macro;19;cora;RL;36301
macro;19;cora;RL;4894
macro;19;cora;RL;20291
macro;19;cora;RL;89038
macro;19;cora;RL;31852
macro;19;cora;RL;31705
macro;19;cora;RL;39163
macro;19;cora;RL;55265
macro;19;cora;RL;30365
macro;19;cora;RL;66376
macro;19;cora;RL;40468
macro;19;cora;RL;78336
macro;19;cora;RL;14044
macro;19;cora;RL;69693
macro;19;cora;RL;59397
macro;19;cora;RL;49573
macro;19;cora;RL;1195
macro;19;cora;RL;23649
macro;19;cora;RL;39748
macro;19;cora;RL;23689
macro;19;cora;RL;33890
macro;19;cora;RL;45767
macro;19;cora;RL;57593
macro;19;cora;RL;16188
macro;19;cora;RL;54716
macro;19;cora;RL;31542
macro;19;cora;RL;17125
macro;19;cora;RL;2862
macro;19;cora;RL;79816
macro;19;cora;RL;28615
macro;19;cora;RL;2841
macro;19;cora;RL;2542
macro;19;cora;RL;5906
macro;19;cora;RL;31058
macro;19;cora;RL;73811
macro;19;cora;RL;18660
macro;19;cora;RL;24268
macro;19;cora;RL;89151
macro;19;cora;RL;72372
macro;19;cora;RL;28701
macro;19;cora;RL;86030
macro;19;cora;RL;53510
macro;19;cora;RL;3699
macro;19;cora;RL;29992
macro;19;cora;RL;43796
macro;19;cora;RL;36097
macro;19;cora;RL;35053
macro;19;cora;RL;43437
macro;19;cora;RL;18998
macro;19;cora;RL;64435
macro;19;cora;RL;33047
macro;19;cora;RL;79902
macro;19;cora;RL;64113
macro;19;cora;RL;18315
macro;19;cora;RL;18049
macro;19;cora;RL;20424
macro;19;cora;RL;39999
macro;19;cora;RL;59617
macro;19;cora;RL;37380
macro;19;cora;RL;40636
macro;19;cora;RL;37322
macro;19;cora;RL;58824
macro;19;cora;RL;78289
macro;19;cora;RL;22780
macro;19;cora;RL;22791
macro;19;cora;RL;66819
macro;19;cora;RL;75161
macro;19;cora;RL;61355
macro;19;cora;RL;8578
macro;19;cora;RL;75207
macro;19;cora;RL;27651
macro;19;cora;RL;51924
macro;19;cora;RL;25563
macro;19;cora;RL;72573
macro;19;cora;RL;24095
macro;19;cora;RL;72356
macro;19;cora;RL;45993
macro;19;cora;RL;87457
macro;19;cora;RL;67535
macro;19;cora;RL;27444
macro;19;cora;RL;59670
macro;19;cora;RL;34744
macro;19;cora;RL;69090
macro;19;cora;RL;72386
macro;19;cora;RL;29646
macro;19;cora;RL;7715
macro;19;cora;RL;17719
macro;19;cora;RL;50492
macro;19;cora;RL;46893
macro;19;cora;RL;69096
macro;19;cora;RL;4596
macro;19;cora;RL;88728
macro;19;cora;RL;78144
macro;19;cora;RL;54738
macro;19;cora;RL;25281
macro;19;cora;RL;50803
macro;19;cora;RL;23788
macro;19;cora;RL;72214
macro;19;cora;RL;47795
macro;19;cora;RL;47795
macro;19;cora;RL;24482
macro;19;cora;RL;79931
macro;19;cora;RL;39828
macro;19;cora;RL;29254
macro;19;cora;RL;19472
macro;19;cora;RL;79171
macro;19;cora;RL;78675
macro;19;cora;RL;31050
macro;19;cora;RL;60646
macro;19;cora;RL;46674
macro;19;cora;RL;35181
macro;19;cora;RL;76098
macro;19;cora;RL;54446
macro;19;cora;RL;1069
macro;19;cora;RL;45025
macro;19;cora;RL;41407
macro;19;cora;RL;23175
macro;19;cora;RL;37410
macro;19;cora;RL;89650
macro;19;cora;RL;86620
macro;19;cora;RL;23988
macro;19;cora;RL;30600
macro;19;cora;RL;60471
macro;19;cora;RL;12584
macro;19;cora;RL;55902
macro;19;cora;RL;70617
macro;19;cora;RL;21796
macro;19;cora;RL;63659
macro;19;cora;RL;32552
macro;19;cora;RL;60528
macro;19;cora;RL;87923
macro;19;cora;RL;24310
macro;19;cora;RL;36787
macro;19;cora;RL;22601
macro;19;cora;RL;87854
macro;19;cora;RL;5550
macro;19;cora;RL;2164
macro;19;cora;RL;73709
macro;19;cora;RL;10812
macro;19;cora;RL;36283
macro;19;cora;RL;49610
macro;19;cora;RL;54533
macro;19;cora;RL;2139
macro;19;cora;RL;8317
macro;19;cora;RL;832
macro;19;cora;RL;84870
macro;19;cora;RL;31689
macro;19;cora;RL;21930
macro;19;cora;RL;26134
macro;19;cora;RL;70595
macro;19;cora;RL;63743
macro;19;cora;RL;65377
macro;19;cora;RL;52716
macro;19;cora;RL;82201
macro;19;cora;RL;17340
macro;19;cora;RL;19836
macro;19;cora;RL;51794
macro;19;cora;RL;16744
macro;19;cora;RL;55075
macro;19;cora;RL;81787
macro;19;cora;RL;1226
macro;19;cora;RL;42764
macro;19;cora;RL;52997
macro;19;cora;RL;72563
macro;19;cora;RL;62948
macro;19;cora;RL;4818
macro;19;cora;RL;48198
macro;19;cora;RL;22641
macro;19;cora;RL;57416
macro;19;cora;RL;39696
macro;19;cora;RL;26622
macro;19;cora;RL;36727
macro;19;cora;RL;41282
macro;19;cora;RL;29863
macro;19;cora;RL;56772
macro;19;cora;RL;74440
macro;19;cora;RL;65312
macro;19;cora;RL;7974
macro;19;cora;RL;26515
macro;19;cora;RL;76591
macro;19;cora;RL;32756
macro;19;cora;RL;24974
macro;19;cora;RL;38575
macro;19;cora;RL;80129
macro;19;cora;RL;34002
macro;19;cora;RL;23100
macro;19;cora;RL;40319
macro;19;cora;RL;79834
macro;19;cora;RL;28704
macro;19;cora;RL;76549
macro;19;cora;RL;4875
macro;19;cora;RL;42029
macro;19;cora;RL;35227
macro;19;cora;RL;80035
macro;19;cora;RL;20770
macro;19;cora;RL;61995
macro;19;cora;RL;4897
macro;19;cora;RL;17911
macro;19;cora;RL;72316
macro;19;cora;RL;53646
macro;19;cora;RL;32993
macro;19;cora;RL;89501
macro;19;cora;RL;70385
macro;19;cora;RL;77215
macro;19;cora;RL;1343
macro;19;cora;RL;43850
macro;19;cora;RL;4986
macro;19;cora;RL;68087
macro;19;cora;RL;64583
macro;19;cora;RL;65437
macro;19;cora;RL;57321
macro;19;cora;RL;36783
macro;19;cora;RL;29562
macro;19;cora;RL;22169
macro;19;cora;RL;19888
macro;19;cora;RL;58201
macro;19;cora;RL;25936
macro;19;cora;RL;46337
macro;19;cora;RL;6001
macro;19;cora;RL;63721
macro;19;cora;RL;88992
macro;19;cora;RL;57295
macro;19;cora;RL;51509
macro;19;cora;RL;34461
macro;19;cora;RL;76618
macro;19;cora;RL;28716
macro;19;cora;RL;65706
macro;19;cora;RL;48065
macro;19;cora;RL;18828
macro;19;cora;RL;6431
macro;19;cora;RL;70795
macro;19;cora;RL;55325
macro;19;cora;RL;26208
macro;19;cora;RL;15268
macro;19;cora;RL;16228
macro;19;cora;RL;56653
macro;19;cora;RL;44214
macro;19;cora;RL;66549
macro;19;cora;RL;4374
macro;19;cora;RL;42946
macro;19;cora;RL;54480
macro;19;cora;RL;67899
macro;19;cora;RL;31921
macro;19;cora;RL;24459
macro;19;cora;RL;26626
macro;19;cora;RL;77014
macro;19;cora;RL;2525
macro;19;cora;RL;89436
macro;19;cora;RL;10298
macro;19;cora;RL;88401
macro;19;cora;RL;88401
macro;19;cora;RL;44714
macro;19;cora;RL;59729
macro;19;cora;RL;50158
macro;19;cora;RL;68448
macro;19;cora;RL;34682
macro;19;cora;RL;5627
macro;19;cora;RL;38679
macro;19;cora;RL;39155
macro;19;cora;RL;76954
macro;19;cora;RL;45816
macro;19;cora;RL;3304
macro;19;cora;RL;67676
macro;19;cora;RL;22747
macro;19;cora;RL;30433
macro;19;cora;RL;31247
macro;19;cora;RL;21608
macro;19;cora;RL;38474
macro;19;cora;RL;68995
macro;19;cora;RL;15204
macro;19;cora;RL;58127
macro;19;cora;RL;80805
macro;19;cora;RL;59581
macro;19;cora;RL;75486
macro;19;cora;RL;75973
macro;19;cora;RL;22564
macro;19;cora;RL;59077
macro;19;cora;RL;28650
macro;19;cora;RL;21859
macro;19;cora;RL;30149
macro;19;cora;RL;23326
macro;19;cora;RL;16518
macro;19;cora;RL;48668
macro;19;cora;RL;47264
macro;19;cora;RL;67670
macro;19;cora;RL;72306
macro;19;cora;RL;42015
macro;19;cora;RL;54268
macro;19;cora;RL;30223
macro;19;cora;RL;60210
macro;19;cora;RL;88769
macro;19;cora;RL;76982
macro;19;cora;RL;43878
macro;19;cora;RL;64410
macro;19;cora;RL;22047
macro;19;cora;RL;35346
macro;19;cora;RL;36605
macro;19;cora;RL;4582
macro;19;cora;RL;66087
macro;19;cora;RL;47528
macro;19;cora;RL;16608
macro;19;cora;RL;25362
macro;19;cora;RL;42514
macro;19;cora;RL;76773
macro;19;cora;RL;21734
macro;19;cora;RL;72162
macro;19;cora;RL;18344
macro;19;cora;RL;26122
macro;19;cora;RL;53177
macro;19;cora;RL;84240
macro;19;cora;RL;49524
macro;19;cora;RL;6355
macro;19;cora;RL;2971
macro;19;cora;RL;64778
macro;19;cora;RL;47682
macro;19;cora;RL;30828
macro;19;cora;RL;69510
macro;19;cora;RL;29370
macro;19;cora;RL;28444
macro;19;cora;RL;44773
macro;19;cora;RL;81223
macro;19;cora;RL;52522
macro;19;cora;RL;1537
macro;19;cora;RL;32664
macro;19;cora;RL;6033
macro;19;cora;RL;36507
macro;19;cora;RL;67081
macro;19;cora;RL;30214
macro;19;cora;RL;24483
macro;19;cora;RL;41093
macro;19;cora;RL;73841
macro;19;cora;RL;84427
macro;19;cora;RL;42512
macro;19;cora;RL;77170
macro;19;cora;RL;44517
macro;19;cora;RL;64537
macro;19;cora;RL;1662
macro;19;cora;RL;6761
macro;19;cora;RL;50141
macro;19;cora;RL;37574
macro;19;cora;RL;28161
macro;19;cora;RL;25268
macro;19;cora;RL;20039
macro;19;cora;RL;45417
macro;19;cora;RL;11360
macro;19;cora;RL;22298
macro;19;cora;RL;25569
macro;19;cora;RL;80841
macro;19;cora;RL;51174
macro;19;cora;RL;33445
macro;19;cora;RL;67517
macro;19;cora;RL;4247
macro;19;cora;RL;63022
macro;19;cora;RL;24660
macro;19;cora;RL;30331
macro;19;cora;RL;35920
macro;19;cora;RL;19877
macro;19;cora;RL;4797
macro;19;cora;RL;2856
macro;19;cora;RL;87905
macro;19;cora;RL;47288
macro;19;cora;RL;71092
macro;19;cora;RL;18040
macro;19;cora;RL;77787
macro;19;cora;RL;22084
macro;19;cora;RL;24788
macro;19;cora;RL;9502
macro;19;cora;RL;59623
macro;19;cora;RL;54182
macro;19;cora;RL;45009
macro;19;cora;RL;29583
macro;19;cora;RL;84692
macro;19;cora;RL;87816
macro;19;cora;RL;16508
macro;19;cora;RL;71979
macro;19;cora;RL;31102
macro;19;cora;RL;47206
macro;19;cora;RL;17984
macro;19;cora;RL;23638
macro;19;cora;RL;28675
macro;19;cora;RL;78876
macro;19;cora;RL;22758
macro;19;cora;RL;34581
macro;19;cora;RL;66159
macro;19;cora;RL;79125
macro;19;cora;RL;1227
macro;19;cora;RL;508
macro;19;cora;RL;25819
macro;19;cora;RL;89077
macro;19;cora;RL;45566
macro;19;cora;RL;30573
macro;19;cora;RL;16051
macro;19;cora;RL;54378
macro;19;cora;RL;55348
macro;19;cora;RL;89123
macro;19;cora;RL;4767
macro;19;cora;RL;71003
macro;19;cora;RL;57275
macro;19;cora;RL;8206
macro;19;cora;RL;58221
macro;19;cora;RL;86558
macro;19;cora;RL;39989
macro;19;cora;RL;73334
macro;19;cora;RL;16834
macro;19;cora;RL;83589
macro;19;cora;RL;53190
macro;19;cora;RL;20800
macro;19;cora;RL;58090
macro;19;cora;RL;26489
macro;19;cora;RL;58677
macro;19;cora;RL;80568
macro;19;cora;RL;73930
macro;19;cora;RL;78262
macro;19;cora;RL;51961
macro;19;cora;RL;10299
macro;19;cora;RL;14695
macro;19;cora;RL;54843
macro;19;cora;RL;82725
macro;19;cora;RL;81230
macro;19;cora;RL;64238
macro;19;cora;RL;88448
macro;19;cora;RL;86685
macro;19;cora;RL;3800
macro;19;cora;RL;23050
macro;19;cora;RL;5837
macro;19;cora;RL;15009
macro;19;cora;RL;81840
macro;19;cora;RL;63279
macro;19;cora;RL;29001
macro;19;cora;RL;71709
macro;19;cora;RL;32256
macro;19;cora;RL;4813
macro;19;cora;RL;16524
macro;19;cora;RL;16930
macro;19;cora;RL;6330
macro;19;cora;RL;55934
macro;19;cora;RL;222
macro;19;cora;RL;82064
macro;19;cora;RL;68978
macro;19;cora;RL;85166
macro;19;cora;RL;44404
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;20511
macro;19;cora;RL;21388
macro;19;cora;RL;7560
macro;19;cora;RL;77968
macro;19;cora;RL;80001
macro;19;cora;RL;3114
macro;19;cora;RL;63295
macro;19;cora;RL;78294
macro;19;cora;RL;40092
macro;19;cora;RL;68057
macro;19;cora;RL;604
macro;19;cora;RL;66995
macro;19;cora;RL;23986
macro;19;cora;RL;44422
macro;19;cora;RL;39988
macro;19;cora;RL;87659
macro;19;cora;RL;68516
macro;19;cora;RL;46317
macro;19;cora;RL;60918
macro;19;cora;RL;42150
macro;19;cora;RL;33321
macro;19;cora;RL;65647
macro;19;cora;RL;799
macro;19;cora;RL;39141
macro;19;cora;RL;52356
macro;19;cora;RL;50537
macro;19;cora;RL;72502
macro;19;cora;RL;70416
macro;19;cora;RL;64663
macro;19;cora;RL;60223
macro;19;cora;RL;32835
macro;19;cora;RL;48138
macro;19;cora;RL;6952
macro;19;cora;RL;2250
macro;19;cora;RL;20651
macro;19;cora;RL;65487
macro;19;cora;RL;39421
macro;19;cora;RL;4222
macro;19;cora;RL;88804
macro;19;cora;RL;58473
macro;19;cora;RL;40231
macro;19;cora;RL;36418
macro;19;cora;RL;67963
macro;19;cora;RL;64407
macro;19;cora;RL;1700
macro;19;cora;RL;78829
macro;19;cora;RL;71205
macro;19;cora;RL;75902
macro;19;cora;RL;49794
macro;19;cora;RL;28854
macro;19;cora;RL;58618
macro;19;cora;RL;64545
macro;19;cora;RL;72712
macro;19;cora;RL;34153
macro;19;cora;RL;40926
macro;19;cora;RL;33544
macro;19;cora;RL;42263
macro;19;cora;RL;34702
macro;19;cora;RL;8802
macro;19;cora;RL;89057
macro;19;cora;RL;45065
macro;19;cora;RL;17001
macro;19;cora;RL;28031
macro;19;cora;RL;52473
macro;19;cora;RL;79350
macro;19;cora;RL;57373
macro;19;cora;RL;64522
macro;19;cora;RL;60412
macro;19;cora;RL;50164
macro;19;cora;RL;20014
macro;19;cora;RL;55735
macro;19;cora;RL;35548
macro;19;cora;RL;21995
macro;19;cora;RL;58112
macro;19;cora;RL;47711
macro;19;cora;RL;77272
macro;19;cora;RL;86747
macro;19;cora;RL;64031
macro;19;cora;RL;21502
macro;19;cora;RL;58568
macro;19;cora;RL;21622
macro;19;cora;RL;29313
macro;19;cora;RL;56387
macro;19;cora;RL;83147
macro;19;cora;RL;73574
macro;19;cora;RL;55552
macro;19;cora;RL;47634
macro;19;cora;RL;28242
macro;19;cora;RL;27592
macro;19;cora;RL;46387
macro;19;cora;RL;87463
macro;19;cora;RL;76094
macro;19;cora;RL;87793
macro;19;cora;RL;54173
macro;19;cora;RL;5872
macro;19;cora;RL;36874
macro;19;cora;RL;56409
macro;19;cora;RL;22622
macro;19;cora;RL;3237
macro;19;cora;RL;18085
macro;19;cora;RL;47564
macro;19;cora;RL;25373
macro;19;cora;RL;71489
macro;19;cora;RL;53676
macro;19;cora;RL;44654
macro;19;cora;RL;38326
macro;19;cora;RL;68268
macro;19;cora;RL;32452
macro;19;cora;RL;37394
macro;19;cora;RL;41250
macro;19;cora;RL;34530
macro;19;cora;RL;46536
macro;19;cora;RL;36277
macro;19;cora;RL;81335
macro;19;cora;RL;22785
macro;19;cora;RL;60600
macro;19;cora;RL;38933
macro;19;cora;RL;71643
macro;19;cora;RL;8972
macro;19;cora;RL;16616
macro;19;cora;RL;32573
macro;19;cora;RL;28672
macro;19;cora;RL;8649
macro;19;cora;RL;66772
macro;19;cora;RL;20853
macro;19;cora;RL;19197
macro;19;cora;RL;54236
macro;19;cora;RL;56650
macro;19;cora;RL;84696
macro;19;cora;RL;15329
macro;19;cora;RL;81203
macro;19;cora;RL;40766
macro;19;cora;RL;8190
macro;19;cora;RL;42005
macro;19;cora;RL;3651
macro;19;cora;RL;49590
macro;19;cora;RL;16256
macro;19;cora;RL;85112
macro;19;cora;RL;55965
macro;19;cora;RL;33366
macro;19;cora;RL;71868
macro;19;cora;RL;88985
macro;19;cora;RL;84450
macro;19;cora;RL;41308
macro;19;cora;RL;36298
macro;19;cora;RL;9480
macro;19;cora;RL;24503
macro;19;cora;RL;45212
macro;19;cora;RL;18994
macro;19;cora;RL;55039
macro;19;cora;RL;40782
macro;19;cora;RL;873
macro;19;cora;RL;80785
macro;19;cora;RL;55988
macro;19;cora;RL;57065
macro;19;cora;RL;16583
macro;19;cora;RL;43099
macro;19;cora;RL;23220
macro;19;cora;RL;78198
macro;19;cora;RL;28198
macro;19;cora;RL;78644
macro;19;cora;RL;19516
macro;19;cora;RL;19822
macro;19;cora;RL;33474
macro;19;cora;RL;33030
macro;19;cora;RL;5676
macro;19;cora;RL;38740
macro;19;cora;RL;12195
macro;19;cora;RL;67501
macro;19;cora;RL;80082
macro;19;cora;RL;22436
macro;19;cora;RL;68150
macro;19;cora;RL;34514
macro;19;cora;RL;41184
macro;19;cora;RL;16114
macro;19;cora;RL;23301
macro;19;cora;RL;68479
macro;19;cora;RL;33421
macro;19;cora;RL;63228
macro;19;cora;RL;24284
macro;19;cora;RL;54087
macro;19;cora;RL;61082
macro;19;cora;RL;52815
macro;19;cora;RL;85941
macro;19;cora;RL;1491
macro;19;cora;RL;21188
macro;19;cora;RL;69223
macro;19;cora;RL;21495
macro;19;cora;RL;54868
macro;19;cora;RL;66157
macro;19;cora;RL;54657
macro;19;cora;RL;42790
macro;19;cora;RL;10681
macro;19;cora;RL;57340
macro;19;cora;RL;29091
macro;19;cora;RL;30755
macro;19;cora;RL;19879
macro;19;cora;RL;49753
macro;19;cora;RL;76403
macro;19;cora;RL;33191
macro;19;cora;RL;14650
macro;19;cora;RL;20687
macro;19;cora;RL;68764
macro;19;cora;RL;74837
macro;19;cora;RL;47495
macro;19;cora;RL;47495
macro;19;cora;RL;24039
macro;19;cora;RL;85696
macro;19;cora;RL;57477
macro;19;cora;RL;52104
macro;19;cora;RL;70552
macro;19;cora;RL;77410
macro;19;cora;RL;4670
macro;19;cora;RL;3592
macro;19;cora;RL;2433
macro;19;cora;RL;44048
macro;19;cora;RL;81103
macro;19;cora;RL;50878
macro;19;cora;RL;21977
macro;19;cora;RL;3836
macro;19;cora;RL;2313
macro;19;cora;RL;49389
macro;19;cora;RL;51564
macro;19;cora;RL;41030
macro;19;cora;RL;83671
macro;19;cora;RL;58722
macro;19;cora;RL;33248
macro;19;cora;RL;52373
macro;19;cora;RL;67931
macro;19;cora;RL;60220
macro;19;cora;RL;59619
macro;19;cora;RL;60104
macro;19;cora;RL;83623
macro;19;cora;RL;28025
macro;19;cora;RL;52604
macro;19;cora;RL;21997
macro;19;cora;RL;13194
macro;19;cora;RL;10387
macro;19;cora;RL;53542
macro;19;cora;RL;78977
macro;19;cora;RL;58692
macro;19;cora;RL;26586
macro;19;cora;RL;45283
macro;19;cora;RL;55156
macro;19;cora;RL;43358
macro;19;cora;RL;31868
macro;19;cora;RL;23202
macro;19;cora;RL;38573
macro;19;cora;RL;42468
macro;19;cora;RL;59972
macro;19;cora;RL;27678
macro;19;cora;RL;21001
macro;19;cora;RL;30199
macro;19;cora;RL;62813
macro;19;cora;RL;80330
macro;19;cora;RL;42558
macro;19;cora;RL;68967
macro;19;cora;RL;10378
macro;19;cora;RL;37438
macro;19;cora;RL;65168
macro;19;cora;RL;48122
macro;19;cora;RL;57647
macro;19;cora;RL;30390
macro;19;cora;RL;28583
macro;19;cora;RL;2691
macro;19;cora;RL;5653
macro;19;cora;RL;61655
macro;19;cora;RL;74299
macro;19;cora;RL;41891
macro;19;cora;RL;56575
macro;19;cora;RL;55198
macro;19;cora;RL;69882
macro;19;cora;RL;9295
macro;19;cora;RL;47520
macro;19;cora;RL;33384
macro;19;cora;RL;34935
macro;19;cora;RL;53182
macro;19;cora;RL;56824
macro;19;cora;RL;49
macro;19;cora;RL;81695
macro;19;cora;RL;49883
macro;19;cora;RL;80237
macro;19;cora;RL;55293
macro;19;cora;RL;66361
macro;19;cora;RL;79498
macro;19;cora;RL;29450
macro;19;cora;RL;57552
macro;19;cora;RL;74309
macro;19;cora;RL;65734
macro;19;cora;RL;71225
macro;19;cora;RL;44368
macro;19;cora;RL;61001
macro;19;cora;RL;64065
macro;19;cora;RL;59252
macro;19;cora;RL;88714
macro;19;cora;RL;34432
macro;19;cora;RL;65351
macro;19;cora;RL;989
macro;19;cora;RL;74914
macro;19;cora;RL;55117
macro;19;cora;RL;75003
macro;19;cora;RL;59978
macro;19;cora;RL;19397
macro;19;cora;RL;59508
macro;19;cora;RL;34303
macro;19;cora;RL;16654
macro;19;cora;RL;81454
macro;19;cora;RL;34168
macro;19;cora;RL;76006
macro;19;cora;RL;82252
macro;19;cora;RL;6021
macro;19;cora;RL;45567
macro;19;cora;RL;56370
macro;19;cora;RL;62500
macro;19;cora;RL;78367
macro;19;cora;RL;43570
macro;19;cora;RL;31112
macro;19;cora;RL;84934
macro;19;cora;RL;50403
macro;19;cora;RL;44069
macro;19;cora;RL;43991
macro;19;cora;RL;74703
macro;19;cora;RL;58340
macro;19;cora;RL;24059
macro;19;cora;RL;17868
macro;19;cora;RL;6930
macro;19;cora;RL;9644
macro;19;cora;RL;75888
macro;19;cora;RL;70103
macro;19;cora;RL;45578
macro;19;cora;RL;32517
macro;19;cora;RL;71715
macro;19;cora;RL;5554
macro;19;cora;RL;58791
macro;19;cora;RL;21274
macro;19;cora;RL;19590
macro;19;cora;RL;17664
macro;19;cora;RL;73589
macro;19;cora;RL;74345
macro;19;cora;RL;81987
macro;19;cora;RL;41423
macro;19;cora;RL;86787
macro;19;cora;RL;84894
macro;19;cora;RL;20768
macro;19;cora;RL;76221
macro;19;cora;RL;33960
macro;19;cora;RL;85988
macro;19;cora;RL;14314
macro;19;cora;RL;32844
macro;19;cora;RL;37742
macro;19;cora;RL;44859
macro;19;cora;RL;5871
macro;19;cora;RL;38189
macro;19;cora;RL;89639
macro;19;cora;RL;5637
macro;19;cora;RL;88122
macro;19;cora;RL;23822
macro;19;cora;RL;23754
macro;19;cora;RL;14198
macro;19;cora;RL;16825
macro;19;cora;RL;41734
macro;19;cora;RL;24671
macro;19;cora;RL;76851
macro;19;cora;RL;88922
macro;19;cora;RL;60162
macro;19;cora;RL;19238
macro;19;cora;RL;23679
macro;19;cora;RL;17662
macro;19;cora;RL;39489
macro;19;cora;RL;59185
macro;19;cora;RL;32965
